date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:16:43	66063/66063	---M--	200	added ('OK')	image/png	etag:%22f334d4bb7cd86f0e547930e28b7c6eaf%22	https://excavahire.vercel.app/assets/images/about-slider-1.png	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/excavahire.vercel.app/assets/images/about-slider-1.png	(from https://excavahire.vercel.app/about.html)
15:16:44	67524/67524	---M--	200	added ('OK')	image/png	etag:%2230c9056d9904c84e8dd8171964e23136%22	https://excavahire.vercel.app/assets/images/about-slider-2.png	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/excavahire.vercel.app/assets/images/about-slider-2.png	(from https://excavahire.vercel.app/about.html)
15:16:44	54436/54436	---M--	200	added ('OK')	image/png	etag:%22f84664b133f48adede47c84cb2b94e90%22	https://excavahire.vercel.app/assets/images/about-slider-3.png	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/excavahire.vercel.app/assets/images/about-slider-3.png	(from https://excavahire.vercel.app/about.html)
15:16:45	66933/66933	---M--	200	added ('OK')	image/png	etag:%2236f71def415850e9857982f25bd08915%22	https://excavahire.vercel.app/assets/images/about-slider-4.png	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/excavahire.vercel.app/assets/images/about-slider-4.png	(from https://excavahire.vercel.app/about.html)
15:16:46	14806/14806	---MCZ	200	added ('OK')	text/css	etag:W/%2239d6-7JKfEQDGZCzMXEJyz0zKEiUaml0%22	https://unpkg.com/leaflet@1.9.4/dist/leaflet.css	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/unpkg.com/leaflet@1.9.4/dist/leaflet.css	(from https://excavahire.vercel.app/contact.html)
15:16:46	147552/147552	---MCZ	200	added ('OK')	application/javascript	etag:W/%2224060-WmQP+GPnkCqMrCzmujfIezBnd2E%22	https://unpkg.com/leaflet@1.9.4/dist/leaflet.js	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/unpkg.com/leaflet@1.9.4/dist/leaflet.js	(from https://excavahire.vercel.app/contact.html)
15:16:47	189/189	---M--	200	added ('OK')	application/javascript	etag:%22e82a4328186ad52f649b87d62e418463%22	https://excavahire.vercel.app/assets/js/map.js	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/excavahire.vercel.app/assets/js/map.js	(from https://excavahire.vercel.app/contact.html)
15:16:48	527/527	---M--	200	added ('OK')	image/svg+xml	etag:%220350c1f774ebea5d7fdeb0f648e91a66%22	https://excavahire.vercel.app/assets/images/Arrow2.svg	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/excavahire.vercel.app/assets/images/Arrow2.svg	(from https://excavahire.vercel.app/services.html)
15:16:49	192992/192992	---M--	200	added ('OK')	image/png	etag:%228ea514de0f150fbd16e8f0aed6107a24%22	https://excavahire.vercel.app/assets/images/s-details-1.png	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/excavahire.vercel.app/assets/images/s-details-1.png	(from https://excavahire.vercel.app/services-details.html)
15:16:49	26392/26392	---M--	200	added ('OK')	image/png	etag:%221a3acc4597f39d8688b0e8f91d027b25%22	https://excavahire.vercel.app/assets/images/s-details-2.png	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/excavahire.vercel.app/assets/images/s-details-2.png	(from https://excavahire.vercel.app/services-details.html)
15:16:50	23755/23755	---M--	200	added ('OK')	image/png	etag:%2299bca43606db584d858ae40d6106f98a%22	https://excavahire.vercel.app/assets/images/s-details-3.png	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/excavahire.vercel.app/assets/images/s-details-3.png	(from https://excavahire.vercel.app/services-details.html)
15:16:50	29175/29175	---M--	200	added ('OK')	image/png	etag:%223a503525de2b9548bc503d39da633127%22	https://excavahire.vercel.app/assets/images/s-details-4.png	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/excavahire.vercel.app/assets/images/s-details-4.png	(from https://excavahire.vercel.app/services-details.html)
15:16:51	40270/40270	---M--	200	added ('OK')	image/png	etag:%229fe01ec81b26dc78e392b1bc928debb4%22	https://excavahire.vercel.app/assets/images/collection-4.png	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/excavahire.vercel.app/assets/images/collection-4.png	(from https://excavahire.vercel.app/product-details.html)
15:16:51	2310/2310	---M--	200	added ('OK')	image/png	etag:%22778b4253a0bc7f10b7c506331a96af2e%22	https://excavahire.vercel.app/assets/images/paypal.png	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/excavahire.vercel.app/assets/images/paypal.png	(from https://excavahire.vercel.app/payment.html)
15:16:52	1838/1838	---M--	200	added ('OK')	image/png	etag:%224c6359e955c1d7ceca1a6511f8c4002f%22	https://excavahire.vercel.app/assets/images/mastercard-visa.png	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/excavahire.vercel.app/assets/images/mastercard-visa.png	(from https://excavahire.vercel.app/payment.html)
15:16:53	3006/3006	---M--	200	added ('OK')	image/png	etag:%22569c585ea24f995ff253919d64622d79%22	https://excavahire.vercel.app/assets/images/success.png	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/excavahire.vercel.app/assets/images/success.png	(from https://excavahire.vercel.app/order-complete.html)
15:16:54	5174/5174	---M--	200	added ('OK')	image/png	etag:%22844f22111e441e10bdd95524dfb8e6b8%22	https://excavahire.vercel.app/assets/images/error.png	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/excavahire.vercel.app/assets/images/error.png	(from https://excavahire.vercel.app/error.html)
15:16:55	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/@tabler/icons-webfont@latest/tabler-icons.min.css)
15:16:55	696/696	---M--	200	added ('OK')	image/png	etag:%222b8-yedSjkkaOSMrokonBsbHOdb7DwY%22	https://unpkg.com/leaflet@1.9.4/dist/images/layers.png	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/unpkg.com/leaflet@1.9.4/dist/images/layers.png	(from https://unpkg.com/leaflet@1.9.4/dist/leaflet.css)
15:16:56	1259/1259	---M--	200	added ('OK')	image/png	etag:%224eb-FSoWIzPkbST52J9WYxL8DGQBHe4%22	https://unpkg.com/leaflet@1.9.4/dist/images/layers-2x.png	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/unpkg.com/leaflet@1.9.4/dist/images/layers-2x.png	(from https://unpkg.com/leaflet@1.9.4/dist/leaflet.css)
15:16:56	1466/1466	---M--	200	added ('OK')	image/png	etag:%225ba-YKkLy7K0K33bRVbblOt8EISw5do%22	https://unpkg.com/leaflet@1.9.4/dist/images/marker-icon.png	D:/Praktikum/PemrogramanWebLanjut/UAS_rent/UAS_rental/unpkg.com/leaflet@1.9.4/dist/images/marker-icon.png	(from https://unpkg.com/leaflet@1.9.4/dist/leaflet.css)
